date,usdprice,inflation_rate,moving_average
2020-01-15,0.8789272727272728,,0.8789272727272728
2020-02-15,0.8118269230769231,-0.07634346063940001,0.8453770979020979
2020-03-15,0.85055,0.047698685301433175,0.8471013986013985
2020-04-15,0.8217343749999999,-0.03387881370877677,0.8280370993589744
2020-05-15,0.8373999999999999,0.01906409841988177,0.8365614583333333
2020-06-15,0.87575,0.04579651301647969,0.8449614583333332
2020-07-15,0.8431358823529412,-0.03724135614851132,0.8520952941176471
2020-08-15,0.8248466666666667,-0.021691895777504744,0.8479108496732026
2020-09-15,0.8328714285714286,0.009728792306564316,0.8336179925303456
2020-10-15,0.8362285714285714,0.004030805646558333,0.8313155555555557
2020-11-15,0.8338357142857143,-0.0028614869482027627,0.8343119047619049
2020-12-15,0.8996727272727272,0.07895681590397041,0.8565790043290044
2021-01-15,0.839225,-0.06718857362273145,0.857577813852814
2021-02-15,0.8952675675675676,0.06677895387716948,0.8780550982800982
2021-03-15,0.89754,0.0025382718136506277,0.8773441891891892
2021-04-15,0.9464666193181819,0.05451190957303509,0.9130913956285832
2021-05-15,0.8932961538461539,-0.05617785602447456,0.9124342577214453
2021-06-15,0.9496035353535354,0.06303327431215933,0.929788769505957
2021-07-15,0.9469279939267412,-0.002817535242008229,0.9299425610421435
2021-08-15,0.9346840000000001,-0.012930227013320694,0.9437385097600922
2021-09-15,0.9672000000000001,0.03478822789306335,0.9496039979755805
2021-10-15,0.9547569444444445,-0.012865028490028463,0.9522136481481481
2021-11-15,0.9807472440944882,0.02722190165913596,0.9675680628463109
2021-12-15,0.9774081466395113,-0.0034046462787258314,0.9709707783928146
2022-01-15,0.9621383458646617,-0.01562274759766391,0.9734312455328871
2022-02-15,0.9862000000000001,0.025008517994067114,0.9752488308347244
2022-03-15,0.97927,-0.007026972216588989,0.9758694486215539
2022-04-15,0.9855555555555555,0.006418613411577567,0.9836751851851853
2022-05-15,1.0008687062937063,0.015537582485158685,0.988564753949754
2022-06-15,1.026217665289256,0.025326957308335674,1.0042139757128392
2022-07-15,1.0276,0.0013470190170175034,1.0182287905276541
2022-08-15,1.018975,-0.008393343713507306,1.0242642217630855
2022-09-15,1.001046153846154,-0.017594981382120345,1.015873717948718
2022-10-15,0.984783870967742,-0.016245287808089648,1.0016016749379653
2022-11-15,1.0522875,0.06854664360609664,1.012705841604632
2022-12-15,1.0575142857142859,0.0049670700395907375,1.0315285522273425
2023-01-15,0.9998625,-0.054516318590765556,1.036554761904762
2023-02-15,1.0218375,0.0219780219780219,1.026404761904762
2023-03-15,1.00095,-0.02044111710521479,1.00755
2023-04-15,0.9953410860655738,-0.0056035905234289585,1.006042862021858
2023-05-15,1.0440444444444443,0.04893132521172938,1.0134451768366726
2023-06-15,1.0376708333333333,-0.006104731599335778,1.0256854546144505
2023-07-15,1.046429761904762,0.008440950916286383,1.0427150132275134
2023-08-15,1.04405,-0.0022741726118629124,1.042716865079365
2023-09-15,1.074126666666667,0.0288076880098338,1.0548688095238097
2023-10-15,1.069842857142857,-0.003988179100984146,1.0626731746031746
2023-11-15,1.0941962121212123,0.022763487941952265,1.0793885786435788
2023-12-15,1.1350064775160598,0.03729702675147495,1.0996818489267097
2024-01-15,1.135775,0.000677108456351716,1.1216592298790908
2024-02-15,1.11299,-0.020061191697299252,1.1279238258386866
2024-03-15,1.1246428571428573,0.010469866883671353,1.1244692857142857
2024-04-15,1.119767651098901,-0.0043348926399103815,1.1191335027472527
2024-05-15,1.131136923076923,0.01015324202915191,1.125182477106227
2024-06-15,1.1138604166666668,-0.015273576573966552,1.1215883302808303
2024-07-15,1.0985099999999999,-0.01378127495777659,1.1145024465811966
2024-08-15,1.08625,-0.011160572047591688,1.0995401388888888
2024-09-15,1.0912312499999999,0.00458573072497126,1.0919970833333332
2024-10-15,1.0745371428571426,-0.01529841373481311,1.0840061309523807
2024-11-15,1.0628551136363638,-0.010871684890963351,1.0762078354978355
2024-12-15,1.0535967532467534,-0.008710839578063068,1.0636630032467533
